image_id,manufacturer,family,variant
0177654,Canadair,CRJ-200,CRJ-200
0177655,de Havilland,Dash 8,DHC-8-100
0177656,de Havilland,Dash 8,DHC-8-300
0177657,de Havilland,Dash 8,DHC-8-100
0177659,Fokker,Fokker 50,Fokker 50
0178292,Boeing,Boeing 737,737-300
0179021,Boeing,Boeing 737,737-900
0179022,Beechcraft,Beechcraft 1900,Beechcraft 1900
0179059,Boeing,Boeing 747,747-300
0179062,Boeing,Boeing 747,747-100
0179066,Boeing,Boeing 767,767-200
0179069,Douglas Aircraft Company,DC-8,DC-8
0179070,Boeing,Boeing 747,747-200
0181710,Airbus,A320,A321
0181712,Boeing,Boeing 717,Boeing 717
0181715,Tupolev,Tu-134,Tu-134
0181723,Canadair,CRJ-200,CRJ-200
0181726,Boeing,Boeing 747,747-300
0181728,Boeing,Boeing 717,Boeing 717
0181732,Boeing,Boeing 747,747-300
0181735,Airbus,A310,A310
0181737,Boeing,Boeing 747,747-300
0182103,de Havilland,DHC-6,DHC-6
0182174,Fairchild,Metroliner,Metroliner
0182178,ATR,ATR-72,ATR-72
0182189,Boeing,Boeing 747,747-200
0182190,McDonnell Douglas,DC-9,DC-9-30
0182724,Boeing,Boeing 767,767-300
0182727,Airbus,A320,A321
0182729,Boeing,Boeing 767,767-400
0182730,Embraer,Embraer ERJ 145,ERJ 145
0182731,Fokker,Fokker 100,Fokker 100
0182732,ATR,ATR-72,ATR-72
0182735,Fokker,Fokker 100,Fokker 100
0183579,Boeing,Boeing 737,737-700
0183641,Boeing,Boeing 747,747-300
0183645,Airbus,A340,A340-300
0184344,Airbus,A300,A300B4
0184346,Boeing,Boeing 767,767-200
0184347,McDonnell Douglas,MD-90,MD-90
0184349,Saab,Saab 340,Saab 340
0184350,Boeing,Boeing 737,737-300
0184351,Boeing,Boeing 757,757-200
0184352,Fokker,Fokker 100,Fokker 100
0184369,Cessna,Cessna 208,Cessna 208
0184373,Embraer,EMB-120,EMB-120
0184897,Tupolev,Tu-154,Tu-154
0184899,Canadair,CRJ-200,CRJ-200
0184994,Tupolev,Tu-154,Tu-154
0185316,Airbus,A300,A300B4
0185324,Embraer,Embraer ERJ 145,ERJ 145
0186424,Beechcraft,Beechcraft 1900,Beechcraft 1900
0187226,Airbus,A300,A300B4
0187233,McDonnell Douglas,MD-80,MD-87
0187239,Saab,Saab 340,Saab 340
0187244,Boeing,Boeing 737,737-200
0187247,Boeing,Boeing 767,767-200
0187248,McDonnell Douglas,DC-10,DC-10
0187532,Boeing,Boeing 757,757-300
0187671,Airbus,A340,A340-200
0188143,Boeing,Boeing 767,767-200
0188372,Airbus,A340,A340-200
0188405,Boeing,Boeing 747,747-100
0188412,Lockheed Corporation,L-1011,L-1011
0188550,Airbus,A320,A320
0188557,Boeing,Boeing 737,737-800
0191386,Boeing,Boeing 767,767-200
0192179,Boeing,Boeing 737,737-900
0192189,Boeing,Boeing 767,767-400
0192204,Douglas Aircraft Company,DC-8,DC-8
0192624,Fokker,Fokker 70,Fokker 70
0192625,Boeing,Boeing 737,737-600
0192630,Piper,PA-28,PA-28
0192881,de Havilland,Dash 8,DHC-8-100
0193709,de Havilland,Dash 8,DHC-8-300
0193711,ATR,ATR-72,ATR-72
0193728,McDonnell Douglas,MD-80,MD-87
0193729,McDonnell Douglas,MD-80,MD-87
0193982,McDonnell Douglas,MD-11,MD-11
0193983,Boeing,Boeing 727,727-200
0195002,Boeing,Boeing 747,747-200
0195003,Airbus,A320,A320
0195006,McDonnell Douglas,DC-9,DC-9-30
0195009,Tupolev,Tu-134,Tu-134
0195013,Boeing,Boeing 737,737-400
0195016,Ilyushin,Il-76,Il-76
0195017,Ilyushin,Il-76,Il-76
0195718,Airbus,A340,A340-200
0195729,Ilyushin,Il-76,Il-76
0195743,Tupolev,Tu-134,Tu-134
0195744,Douglas Aircraft Company,DC-8,DC-8
0195749,McDonnell Douglas,DC-10,DC-10
0197002,McDonnell Douglas,MD-80,MD-87
0197342,Boeing,Boeing 707,707-320
0197363,Boeing,Boeing 767,767-200
0197891,Yakovlev,Yak-42,Yak-42
0197892,Yakovlev,Yak-42,Yak-42
0198100,Douglas Aircraft Company,DC-8,DC-8
0198101,Boeing,Boeing 707,707-320
0198104,Airbus,A320,A319
0198130,McDonnell Douglas,MD-80,MD-80
0198433,Boeing,Boeing 747,747-200
0198440,Boeing,Boeing 737,737-200
0198443,Boeing,Boeing 737,737-200
0198445,Tupolev,Tu-154,Tu-154
0198446,Yakovlev,Yak-42,Yak-42
0198447,McDonnell Douglas,MD-80,MD-80
0198448,Yakovlev,Yak-42,Yak-42
0198449,McDonnell Douglas,DC-9,DC-9-30
0198777,Yakovlev,Yak-42,Yak-42
0199985,Airbus,A340,A340-600
0200422,Boeing,Boeing 737,737-900
0200888,Canadair,CRJ-200,CRJ-200
0201665,British Aerospace,BAE 146,BAE 146-200
0201676,Boeing,Boeing 737,737-500
0201677,Airbus,A310,A310
0202411,McDonnell Douglas,MD-90,MD-90
0202418,Embraer,EMB-120,EMB-120
0202423,Embraer,Embraer ERJ 145,ERJ 145
0202431,Embraer,EMB-120,EMB-120
0202465,Saab,Saab 340,Saab 340
0202466,Beechcraft,Beechcraft 1900,Beechcraft 1900
0203220,Airbus,A300,A300B4
0203222,Airbus,A310,A310
0204622,Boeing,Boeing 767,767-200
0205769,McDonnell Douglas,DC-10,DC-10
0205770,Airbus,A320,A319
0205775,Airbus,A320,A320
0205776,Airbus,A320,A319
0205781,Canadair,CRJ-200,CRJ-200
0205784,Boeing,Boeing 757,757-300
0205785,McDonnell Douglas,MD-80,MD-87
0209211,Boeing,Boeing 737,737-700
0209554,Boeing,Boeing 737,737-200
0209555,McDonnell Douglas,DC-10,DC-10
0209760,Canadair,CRJ-700,CRJ-700
0210366,de Havilland,Dash 8,DHC-8-100
0213505,Boeing,Boeing 727,727-200
0214193,Airbus,A340,A340-300
0215875,Airbus,A310,A310
0218033,Boeing,Boeing 737,737-300
0218039,Boeing,Boeing 727,727-200
0218041,Boeing,Boeing 727,727-200
0218042,Boeing,Boeing 737,737-400
0218791,de Havilland,Dash 8,DHC-8-100
0218801,Boeing,Boeing 737,737-300
0218812,Boeing,Boeing 757,757-200
0218834,McDonnell Douglas,F/A-18,F/A-18
0218835,McDonnell Douglas,F/A-18,F/A-18
0218836,McDonnell Douglas,DC-10,DC-10
0218848,Lockheed Corporation,L-1011,L-1011
0218850,McDonnell Douglas,DC-10,DC-10
0218852,Boeing,Boeing 737,737-900
0219233,Airbus,A340,A340-300
0219261,Saab,Saab 340,Saab 340
0219265,Douglas Aircraft Company,DC-8,DC-8
0220011,Lockheed Corporation,L-1011,L-1011
0221294,Boeing,Boeing 737,737-900
0222901,Boeing,Boeing 767,767-400
0222913,Embraer,Embraer ERJ 145,ERJ 135
0222915,McDonnell Douglas,MD-80,MD-80
0222923,Canadair,CRJ-200,CRJ-200
0223783,Boeing,Boeing 737,737-900
0223949,de Havilland,Dash 8,DHC-8-100
0225206,Fokker,Fokker 50,Fokker 50
0225210,Airbus,A320,A320
0225212,Airbus,A330,A330-200
0225213,Embraer,Embraer ERJ 145,ERJ 145
0225215,Airbus,A310,A310
0225217,Boeing,Boeing 757,757-200
0225218,Boeing,Boeing 737,737-200
0225221,Boeing,Boeing 767,767-400
0225225,Boeing,Boeing 737,737-500
0225227,Boeing,Boeing 737,737-700
0225469,Canadair,CRJ-200,CRJ-200
0225472,McDonnell Douglas,MD-90,MD-90
0225634,Cessna,Cessna Citation,Cessna 560
0227058,Boeing,Boeing 737,737-200
0227119,Embraer,Embraer ERJ 145,ERJ 135
0227120,Beechcraft,Beechcraft 1900,Beechcraft 1900
0227126,Boeing,Boeing 737,737-900
0227129,Embraer,Embraer ERJ 145,ERJ 135
0227131,Embraer,Embraer ERJ 145,ERJ 135
0227135,Canadair,CRJ-200,CRJ-200
0227144,Canadair,CRJ-200,CRJ-200
0227589,McDonnell Douglas,MD-90,MD-90
0229256,Tupolev,Tu-154,Tu-154
0229722,Boeing,Boeing 737,737-700
0229943,de Havilland,Dash 8,DHC-8-300
0230804,Tupolev,Tu-134,Tu-134
0230833,Airbus,A340,A340-600
0232377,Airbus,A320,A320
0233755,Boeing,Boeing 767,767-300
0233756,Boeing,Boeing 747,747-200
0233758,Boeing,Boeing 717,Boeing 717
0233762,McDonnell Douglas,MD-80,MD-80
0233763,Fokker,Fokker 50,Fokker 50
0233765,Boeing,Boeing 717,Boeing 717
0233772,Dassault Aviation,Falcon 900,Falcon 900
0235626,Canadair,CRJ-200,CRJ-200
0236032,Embraer,EMB-120,EMB-120
0236037,Douglas Aircraft Company,DC-3,DC-3
0237107,Boeing,Boeing 737,737-400
0237108,Tupolev,Tu-154,Tu-154
0237109,Boeing,Boeing 767,767-200
0237111,Airbus,A320,A320
0237115,British Aerospace,BAE 146,BAE 146-200
0237414,Airbus,A340,A340-200
0239583,Boeing,Boeing 717,Boeing 717
0239592,Canadair,Challenger 600,Challenger 600
0240319,Boeing,Boeing 777,777-200
0240325,Airbus,A340,A340-200
0241450,Airbus,A340,A340-200
0241464,Tupolev,Tu-154,Tu-154
0241566,Canadair,Challenger 600,Challenger 600
0242845,Boeing,Boeing 737,737-400
0243476,Canadair,CRJ-700,CRJ-700
0245219,Airbus,A340,A340-200
0245920,Canadair,CRJ-700,CRJ-700
0247497,Airbus,A340,A340-300
0247942,Boeing,Boeing 737,737-200
0248122,Dornier,Dornier 328,Dornier 328
0248131,McDonnell Douglas,DC-9,DC-9-30
0248132,Airbus,A320,A319
0248134,Douglas Aircraft Company,DC-8,DC-8
0248336,Boeing,Boeing 737,737-300
0248710,Boeing,Boeing 767,767-400
0249029,Embraer,Embraer ERJ 145,ERJ 135
0249234,Airbus,A340,A340-200
0249235,Embraer,Embraer ERJ 145,ERJ 135
0249916,Airbus,A330,A330-300
0250112,Fokker,Fokker 70,Fokker 70
0250136,McDonnell Douglas,MD-80,MD-80
0250398,de Havilland,Dash 8,DHC-8-300
0250399,Boeing,Boeing 727,727-200
0255153,Airbus,A310,A310
0255288,Saab,Saab 340,Saab 340
0255294,Boeing,Boeing 767,767-400
0255295,McDonnell Douglas,MD-80,MD-87
0255359,Tupolev,Tu-154,Tu-154
0255360,McDonnell Douglas,MD-80,MD-80
0255361,de Havilland,Dash 8,DHC-8-300
0255363,Boeing,Boeing 757,757-200
0256039,Boeing,Boeing 727,727-200
0256997,Boeing,Boeing 767,767-300
0256999,de Havilland,Dash 8,DHC-8-300
0257025,Boeing,Boeing 737,737-800
0257026,Airbus,A330,A330-200
0257029,Boeing,Boeing 757,757-300
0257281,Saab,Saab 2000,Saab 2000
0257282,Airbus,A320,A320
0257369,McDonnell Douglas,MD-80,MD-87
0257374,McDonnell Douglas,MD-90,MD-90
0257376,British Aerospace,BAE 146,BAE 146-200
0257377,Airbus,A320,A319
0257378,Boeing,Boeing 747,747-200
0257380,Saab,Saab 340,Saab 340
0257552,Boeing,Boeing 737,737-800
0257606,Canadair,CRJ-700,CRJ-700
0257664,Fokker,Fokker 50,Fokker 50
0257668,Embraer,EMB-120,EMB-120
0259164,McDonnell Douglas,MD-90,MD-90
0259167,Boeing,Boeing 737,737-600
0262015,McDonnell Douglas,DC-10,DC-10
0262656,Fairchild,Metroliner,Metroliner
0263496,Beechcraft,Beechcraft 1900,Beechcraft 1900
0271186,Boeing,Boeing 747,747-300
0272510,British Aerospace,BAE 146,BAE 146-300
0273050,Tupolev,Tu-154,Tu-154
0273083,British Aerospace,BAE 146,BAE 146-300
0273090,British Aerospace,BAE 146,BAE 146-300
0273141,Boeing,Boeing 737,737-900
0273146,Airbus,A330,A330-200
0273150,Boeing,Boeing 757,757-200
0274254,Airbus,A320,A320
0274619,Airbus,A320,A321
0274621,Boeing,Boeing 737,737-800
0274630,Douglas Aircraft Company,DC-8,DC-8
0275110,Embraer,EMB-120,EMB-120
0275116,Boeing,Boeing 747,747-100
0275117,Boeing,Boeing 757,757-200
0275123,Boeing,Boeing 727,727-200
0275248,McDonnell Douglas,MD-90,MD-90
0275249,British Aerospace,BAE-125,BAE-125
0275671,Gulfstream Aerospace,Gulfstream,Gulfstream V
0275719,Boeing,Boeing 727,727-200
0275729,Canadair,CRJ-200,CRJ-200
0275792,McDonnell Douglas,MD-90,MD-90
0275804,McDonnell Douglas,MD-11,MD-11
0275806,Boeing,Boeing 737,737-900
0275905,Embraer,EMB-120,EMB-120
0275909,Boeing,Boeing 777,777-200
0276022,Boeing,Boeing 737,737-900
0276023,Saab,Saab 340,Saab 340
0276024,McDonnell Douglas,MD-11,MD-11
0276025,Airbus,A330,A330-200
0278439,Dornier,Dornier 328,Dornier 328
0278443,Boeing,Boeing 737,737-300
0279893,Cessna,Cessna 208,Cessna 208
0279936,Boeing,Boeing 717,Boeing 717
0280174,Douglas Aircraft Company,DC-6,DC-6
0280348,Lockheed Corporation,C-130,C-130
0283609,Airbus,A340,A340-300
0285462,Embraer,Embraer ERJ 145,ERJ 135
0286125,McDonnell Douglas,F/A-18,F/A-18
0287695,McDonnell Douglas,DC-9,DC-9-30
0288121,McDonnell Douglas,MD-80,MD-80
0288164,Boeing,Boeing 737,737-700
0288188,Boeing,Boeing 757,757-200
0292868,Boeing,Boeing 737,737-900
0295742,Embraer,Embraer ERJ 145,ERJ 145
0295746,Airbus,A340,A340-200
0295861,Canadair,Challenger 600,Challenger 600
0296011,Boeing,Boeing 747,747-100
0296013,de Havilland,Dash 8,DHC-8-100
0296117,Lockheed Corporation,L-1011,L-1011
0296937,Boeing,Boeing 757,757-200
0297025,British Aerospace,BAE-125,BAE-125
0298309,Airbus,A340,A340-200
0298506,Bombardier Aerospace,Global Express,Global Express
0299620,Dassault Aviation,Falcon 900,Falcon 900
0299623,de Havilland,Dash 8,DHC-8-100
0299638,British Aerospace,BAE-125,BAE-125
0299647,Beechcraft,Beechcraft 1900,Beechcraft 1900
0301709,Airbus,A340,A340-200
0301964,Airbus,A330,A330-300
0301967,Airbus,A340,A340-200
0301977,Cessna,Cessna 208,Cessna 208
0302001,de Havilland,DHC-6,DHC-6
0302002,de Havilland,Dash 8,DHC-8-300
0302006,Cessna,Cessna 208,Cessna 208
0302019,Boeing,Boeing 717,Boeing 717
0302020,Boeing,Boeing 717,Boeing 717
0302036,Boeing,Boeing 737,737-800
0302038,de Havilland,Dash 8,DHC-8-100
0302204,Cessna,Cessna 208,Cessna 208
0302207,de Havilland,Dash 8,DHC-8-100
0302209,Gulfstream Aerospace,Gulfstream,Gulfstream IV
0302290,de Havilland,Dash 8,DHC-8-100
0302294,Cessna,Cessna 208,Cessna 208
0302320,McDonnell Douglas,MD-80,MD-87
0302648,Boeing,Boeing 737,737-400
0302650,McDonnell Douglas,DC-9,DC-9-30
0302719,ATR,ATR-72,ATR-72
0302868,Fokker,Fokker 50,Fokker 50
0302870,Yakovlev,Yak-42,Yak-42
0302877,de Havilland,DHC-6,DHC-6
0302922,Dassault Aviation,Falcon 900,Falcon 900
0302923,de Havilland,Dash 8,DHC-8-100
0302924,de Havilland,Dash 8,DHC-8-300
0302935,Beechcraft,Beechcraft 1900,Beechcraft 1900
0302987,Cessna,Cessna 208,Cessna 208
0303914,de Havilland,DHC-6,DHC-6
0303915,Canadair,CRJ-700,CRJ-700
0303917,Canadair,CRJ-700,CRJ-700
0304209,Airbus,A320,A320
0304640,Cessna,Cessna 208,Cessna 208
0305545,Boeing,Boeing 737,737-900
0305715,Boeing,Boeing 777,777-200
0306187,Boeing,Boeing 727,727-200
0306188,Beechcraft,Beechcraft 1900,Beechcraft 1900
0306456,Cessna,Cessna 208,Cessna 208
0306459,Douglas Aircraft Company,DC-3,DC-3
0308863,Boeing,Boeing 737,737-700
0310894,Boeing,Boeing 767,767-200
0311117,ATR,ATR-42,ATR-42
0311183,Boeing,Boeing 767,767-200
0311908,Boeing,Boeing 737,737-900
0312400,Canadair,CRJ-700,CRJ-700
0312406,Lockheed Corporation,L-1011,L-1011
0312409,Fairchild,Metroliner,Metroliner
0312421,Canadair,CRJ-700,CRJ-700
0312438,Fairchild,Metroliner,Metroliner
0312600,Cessna,Cessna Citation,Cessna 525
0313720,Boeing,Boeing 757,757-300
0313721,Fairchild,Metroliner,Metroliner
0313722,de Havilland,Dash 8,DHC-8-100
0313723,Embraer,Embraer ERJ 145,ERJ 135
0313724,Canadair,CRJ-200,CRJ-200
0313727,Boeing,Boeing 757,757-300
0314131,Boeing,Boeing 727,727-200
0315569,Boeing,Boeing 717,Boeing 717
0316509,Embraer,EMB-120,EMB-120
0318361,McDonnell Douglas,DC-9,DC-9-30
0318420,McDonnell Douglas,DC-10,DC-10
0318594,Bombardier Aerospace,Global Express,Global Express
0321703,de Havilland,Dash 8,DHC-8-100
0321715,McDonnell Douglas,MD-80,MD-87
0321746,British Aerospace,BAE-125,BAE-125
0321755,Boeing,Boeing 727,727-200
0321770,Beechcraft,King Air,Model B200
0323096,Boeing,Boeing 747,747-200
0323097,Cessna,Cessna 208,Cessna 208
0324845,Airbus,A330,A330-200
0324847,Airbus,A320,A320
0324852,British Aerospace,BAE 146,BAE 146-300
0324987,Tupolev,Tu-134,Tu-134
0325518,Fokker,Fokker 70,Fokker 70
0325574,Boeing,Boeing 737,737-800
0325676,Boeing,Boeing 757,757-200
0326603,Lockheed Corporation,C-130,C-130
0326676,Dornier,Dornier 328,Dornier 328
0328062,Airbus,A320,A320
0328123,Boeing,Boeing 737,737-400
0328231,Boeing,Boeing 757,757-300
0328235,Boeing,Boeing 727,727-200
0328368,Airbus,A330,A330-300
0328522,McDonnell Douglas,MD-80,MD-80
0328525,Canadair,CRJ-700,CRJ-700
0329378,Fokker,Fokker 70,Fokker 70
0329381,Yakovlev,Yak-42,Yak-42
0330281,Boeing,Boeing 757,757-300
0331279,Boeing,Boeing 737,737-900
0331432,McDonnell Douglas,DC-10,DC-10
0331433,Embraer,Embraer ERJ 145,ERJ 145
0332910,ATR,ATR-72,ATR-72
0333814,Fairchild,Metroliner,Metroliner
0333816,McDonnell Douglas,DC-10,DC-10
0334154,Fairchild,Metroliner,Metroliner
0334277,Fairchild,Metroliner,Metroliner
0334474,Embraer,EMB-120,EMB-120
0335182,Dornier,Dornier 328,Dornier 328
0335667,Boeing,Boeing 737,737-300
0336316,Douglas Aircraft Company,C-47,C-47
0336468,British Aerospace,BAE 146,BAE 146-200
0336540,Boeing,Boeing 737,737-700
0336925,Boeing,Boeing 747,747-300
0337116,Airbus,A340,A340-200
0337125,Fokker,Fokker 100,Fokker 100
0337266,Boeing,Boeing 737,737-700
0337277,Airbus,A330,A330-200
0337279,McDonnell Douglas,MD-80,MD-87
0337282,Fokker,Fokker 50,Fokker 50
0337370,Boeing,Boeing 737,737-400
0337947,Boeing,Boeing 737,737-200
0337949,de Havilland,Dash 8,DHC-8-100
0337951,Boeing,Boeing 717,Boeing 717
0337955,Fairchild,Metroliner,Metroliner
0337957,Cessna,Cessna 208,Cessna 208
0337958,ATR,ATR-42,ATR-42
0337959,Beechcraft,Beechcraft 1900,Beechcraft 1900
0337963,Beechcraft,Beechcraft 1900,Beechcraft 1900
0337964,Tupolev,Tu-154,Tu-154
0338174,Boeing,Boeing 767,767-400
0338178,McDonnell Douglas,MD-80,MD-80
0338316,Embraer,EMB-120,EMB-120
0338375,de Havilland,DHC-6,DHC-6
0338531,Boeing,Boeing 747,747-100
0338536,McDonnell Douglas,MD-11,MD-11
0339425,Saab,Saab 340,Saab 340
0340217,Canadair,CRJ-200,CRJ-200
0343276,Saab,Saab 2000,Saab 2000
0344066,British Aerospace,BAE 146,BAE 146-300
0345781,Airbus,A300,A300B4
0345784,Embraer,Embraer ERJ 145,ERJ 145
0345877,Saab,Saab 340,Saab 340
0345994,Boeing,Boeing 727,727-200
0346147,Airbus,A300,A300B4
0346400,Airbus,A340,A340-200
0347754,Saab,Saab 340,Saab 340
0347785,Fairchild,Metroliner,Metroliner
0350198,Airbus,A330,A330-200
0350200,Embraer,EMB-120,EMB-120
0350203,British Aerospace,BAE 146,BAE 146-300
0350210,Lockheed Corporation,L-1011,L-1011
0350414,Embraer,Embraer ERJ 145,ERJ 135
0350851,Airbus,A340,A340-200
0353107,de Havilland,Dash 8,DHC-8-100
0353522,ATR,ATR-42,ATR-42
0353524,Douglas Aircraft Company,DC-8,DC-8
0353525,McDonnell Douglas,MD-11,MD-11
0354453,Canadair,CRJ-700,CRJ-700
0356127,British Aerospace,BAE-125,BAE-125
0356128,Lockheed Corporation,L-1011,L-1011
0356149,Beechcraft,Beechcraft 1900,Beechcraft 1900
0356151,Fairchild,Metroliner,Metroliner
0356165,Boeing,Boeing 727,727-200
0356192,British Aerospace,BAE 146,BAE 146-300
0356226,Canadair,CRJ-700,CRJ-900
0357855,Boeing,Boeing 737,737-700
0357866,Canadair,CRJ-700,CRJ-700
0357873,Boeing,Boeing 737,737-300
0357874,Dornier,Dornier 328,Dornier 328
0359779,Fairchild,Metroliner,Metroliner
0361100,Boeing,Boeing 757,757-300
0361101,Canadair,CRJ-700,CRJ-700
0361109,Airbus,A320,A320
0361112,Airbus,A300,A300B4
0361122,Boeing,Boeing 777,777-200
0361351,Boeing,Boeing 737,737-600
0361467,McDonnell Douglas,MD-11,MD-11
0361469,Boeing,Boeing 737,737-700
0361471,Boeing,Boeing 737,737-500
0361566,Boeing,Boeing 777,777-200
0361575,British Aerospace,BAE-125,BAE-125
0361611,Airbus,A320,A321
0361614,McDonnell Douglas,MD-80,MD-87
0362089,Boeing,Boeing 767,767-300
0362859,Canadair,CRJ-200,CRJ-200
0362870,Beechcraft,Beechcraft 1900,Beechcraft 1900
0362888,de Havilland,Dash 8,DHC-8-100
0362903,Cessna,Cessna 208,Cessna 208
0363591,McDonnell Douglas,MD-90,MD-90
0364670,McDonnell Douglas,MD-90,MD-90
0365250,Gulfstream Aerospace,Gulfstream,Gulfstream IV
0365342,Boeing,Boeing 747,747-200
0367768,Boeing,Boeing 747,747-300
0367786,Airbus,A310,A310
0367794,Airbus,A320,A320
0367941,Boeing,Boeing 767,767-300
0367973,Boeing,Boeing 747,747-400
0367975,Boeing,Boeing 747,747-100
0367993,Airbus,A320,A321
0368356,Eurofighter,Eurofighter Typhoon,Eurofighter Typhoon
0368357,Airbus,A310,A310
0368505,Boeing,Boeing 747,747-200
0368821,Eurofighter,Eurofighter Typhoon,Eurofighter Typhoon
0369472,Airbus,A340,A340-600
0376341,Airbus,A300,A300B4
0376937,Boeing,Boeing 757,757-200
0380577,McDonnell Douglas,MD-90,MD-90
0381607,Airbus,A320,A318
0381609,Embraer,Embraer E-Jet,E-170
0381610,Boeing,Boeing 777,777-300
0382052,Boeing,Boeing 737,737-700
0382062,Eurofighter,Eurofighter Typhoon,Eurofighter Typhoon
0382232,Embraer,Embraer ERJ 145,ERJ 145
0383395,Airbus,A320,A319
0383399,Boeing,Boeing 737,737-900
0383400,Yakovlev,Yak-42,Yak-42
0383402,Boeing,Boeing 737,737-600
0383407,Canadair,CRJ-700,CRJ-700
0383456,Boeing,Boeing 737,737-300
0383679,Airbus,A310,A310
0383680,de Havilland,Dash 8,DHC-8-300
0383871,Boeing,Boeing 717,Boeing 717
0383876,ATR,ATR-42,ATR-42
0384109,Fokker,Fokker 50,Fokker 50
0384436,Cessna,Cessna Citation,Cessna 560
0384438,Tupolev,Tu-154,Tu-154
0384439,Dassault Aviation,Falcon 900,Falcon 900
0385285,Lockheed Corporation,L-1011,L-1011
0386926,Canadair,CRJ-700,CRJ-700
0386931,ATR,ATR-42,ATR-42
0386937,Boeing,Boeing 757,757-300
0388910,Canadair,CRJ-700,CRJ-700
0391023,Lockheed Corporation,L-1011,L-1011
0391437,Boeing,Boeing 737,737-800
0391532,Gulfstream Aerospace,Gulfstream,Gulfstream IV
0391828,Tupolev,Tu-154,Tu-154
0394078,Canadair,CRJ-700,CRJ-700
0394095,Yakovlev,Yak-42,Yak-42
0394154,Fokker,Fokker 70,Fokker 70
0395603,McDonnell Douglas,MD-11,MD-11
0395606,McDonnell Douglas,MD-11,MD-11
0395611,Embraer,Embraer Legacy 600,Embraer Legacy 600
0395615,Boeing,Boeing 737,737-800
0395639,de Havilland,Dash 8,DHC-8-100
0395643,Douglas Aircraft Company,DC-8,DC-8
0395652,Boeing,Boeing 737,737-300
0396119,Beechcraft,Beechcraft 1900,Beechcraft 1900
0396497,Lockheed Corporation,L-1011,L-1011
0396507,Gulfstream Aerospace,Gulfstream,Gulfstream V
0396525,Boeing,Boeing 747,747-100
0396527,Embraer,Embraer ERJ 145,ERJ 145
0396535,Boeing,Boeing 747,747-200
0396537,McDonnell Douglas,DC-10,DC-10
0396589,Airbus,A310,A310
0396593,ATR,ATR-42,ATR-42
0397442,British Aerospace,BAE 146,BAE 146-300
0398754,Embraer,EMB-120,EMB-120
0398757,British Aerospace,BAE 146,BAE 146-200
0398759,Boeing,Boeing 717,Boeing 717
0399871,Fokker,Fokker 100,Fokker 100
0400394,Embraer,EMB-120,EMB-120
0400397,Boeing,Boeing 737,737-700
0403850,Piper,PA-28,PA-28
0404487,Embraer,Embraer Legacy 600,Embraer Legacy 600
0405438,Fairchild,Metroliner,Metroliner
0409532,Boeing,Boeing 727,727-200
0409535,McDonnell Douglas,DC-9,DC-9-30
0410062,Airbus,A320,A321
0410634,Saab,Saab 340,Saab 340
0411755,Cessna,Cessna Citation,Cessna 560
0411770,Fairchild,Metroliner,Metroliner
0411918,Cessna,Cessna Citation,Cessna 525
0412223,Airbus,A320,A320
0412779,British Aerospace,BAE 146,BAE 146-300
0413335,Embraer,EMB-120,EMB-120
0413384,de Havilland,Dash 8,DHC-8-100
0413905,de Havilland,Dash 8,DHC-8-300
0414366,Airbus,A340,A340-200
0418567,Fokker,Fokker 70,Fokker 70
0418691,McDonnell Douglas,MD-80,MD-87
0418704,McDonnell Douglas,MD-80,MD-87
0418706,British Aerospace,BAE 146,BAE 146-200
0418967,Airbus,A340,A340-600
0420194,British Aerospace,BAE 146,BAE 146-300
0420452,Embraer,Embraer ERJ 145,ERJ 145
0420818,Boeing,Boeing 737,737-400
0421146,McDonnell Douglas,MD-80,MD-87
0422472,Gulfstream Aerospace,Gulfstream,Gulfstream V
0422687,Bombardier Aerospace,Global Express,Global Express
0422704,Embraer,Embraer ERJ 145,ERJ 135
0422705,McDonnell Douglas,MD-80,MD-87
0422707,Boeing,Boeing 737,737-800
0422853,ATR,ATR-42,ATR-42
0422856,Douglas Aircraft Company,DC-3,DC-3
0422859,Douglas Aircraft Company,C-47,C-47
0422938,Airbus,A340,A340-300
0423362,Douglas Aircraft Company,C-47,C-47
0425365,Boeing,Boeing 747,747-400
0426810,Boeing,Boeing 747,747-300
0427682,Embraer,Embraer E-Jet,E-170
0428239,Boeing,Boeing 737,737-800
0428259,Fokker,Fokker 70,Fokker 70
0428657,Boeing,Boeing 737,737-400
0428662,McDonnell Douglas,MD-90,MD-90
0428665,Boeing,Boeing 737,737-600
0428735,Boeing,Boeing 757,757-300
0429100,Boeing,Boeing 747,747-200
0434343,Airbus,A320,A321
0434345,Lockheed Corporation,C-130,C-130
0434350,ATR,ATR-72,ATR-72
0434358,Boeing,Boeing 737,737-500
0434362,Ilyushin,Il-76,Il-76
0434370,Airbus,A300,A300B4
